mean, std
0.31862860918045044, 0.01744363270699978
0.2943616807460785, 0.020092276856303215
0.24294959008693695, 0.02767333574593067
0.18343192338943481, 0.012074723839759827
0.17440259456634521, 0.010019712150096893
0.17228922247886658, 0.007851783186197281
0.17088456451892853, 0.011327504180371761
0.16934259235858917, 0.01565215177834034
0.16676262021064758, 0.01018248125910759
0.166463240981102, 0.012531484477221966
0.16669641435146332, 0.014730239287018776
0.16616153717041016, 0.010324479080736637
0.1654505878686905, 0.010168063454329967
0.16483603417873383, 0.013889041729271412
0.1651061326265335, 0.013116071932017803
0.16429659724235535, 0.010588610544800758
0.16480402648448944, 0.012561697512865067
0.16429972648620605, 0.011841830797493458
0.16463936865329742, 0.016245588660240173
0.1642265021800995, 0.011634900234639645
0.16369666159152985, 0.012577062472701073
0.16388796269893646, 0.01117047481238842
0.16297639906406403, 0.011017161421477795
0.16317830979824066, 0.011585610918700695
0.16371971368789673, 0.01043254230171442
0.16343790292739868, 0.0107539938762784
0.16308456659317017, 0.011321967467665672
0.16146427392959595, 0.00959527026861906
0.16070754826068878, 0.011836225166916847
0.1579710990190506, 0.013756751082837582
0.15550625324249268, 0.00997183471918106
0.15166744589805603, 0.010778650641441345
0.14845894277095795, 0.011972601525485516
0.1476428210735321, 0.01212117075920105
0.14616766571998596, 0.01279489602893591
0.14600275456905365, 0.014264198951423168
0.14495107531547546, 0.014510287903249264
0.14466720819473267, 0.013457134366035461
0.14495190978050232, 0.012592297978699207
0.14513778686523438, 0.008036362007260323
0.1439133733510971, 0.010686473920941353
0.1442592293024063, 0.010869123041629791
0.1450904905796051, 0.009655110538005829
0.14379404485225677, 0.012224842794239521
0.14419132471084595, 0.011424029245972633
0.14250336587429047, 0.01641794666647911
0.1429106891155243, 0.011022214777767658
0.14374478161334991, 0.01088823564350605
0.14213018119335175, 0.01184130646288395
0.14201340079307556, 0.0074468874372541904
0.14075925946235657, 0.01329977996647358
0.13808122277259827, 0.014058802276849747
0.13434000313282013, 0.013229279778897762
0.12907178699970245, 0.009874205105006695
0.11961647123098373, 0.009140745736658573
0.11133485287427902, 0.01014347281306982
0.10693011432886124, 0.009217072278261185
0.10493581742048264, 0.01053385529667139
0.10263291001319885, 0.009526802226901054
0.1010107770562172, 0.009274427779018879
0.09907776117324829, 0.007882299832999706
0.0973573699593544, 0.007393970619887114
0.09516426175832748, 0.008515619672834873
0.09346358478069305, 0.0059182289987802505
0.09295562654733658, 0.00785901304334402
0.09117450565099716, 0.008050361648201942
0.09078041464090347, 0.007276697084307671
0.0904197245836258, 0.009827699512243271
0.0900459885597229, 0.007291023153811693
0.08936405181884766, 0.0077520436607301235
0.08865804225206375, 0.007799496874213219
0.08888576179742813, 0.007978075183928013
0.08896695077419281, 0.007282949052751064
0.0882130116224289, 0.005056361667811871
0.08848373591899872, 0.007648478262126446
0.08790037035942078, 0.006217361893504858
0.08746342360973358, 0.005791537929326296
0.0866861641407013, 0.006439184304326773
0.08608511835336685, 0.008935336954891682
0.08664396405220032, 0.00749039463698864
0.08589363098144531, 0.005454519763588905
0.08534642308950424, 0.008037636056542397
0.08476739376783371, 0.006933298893272877
0.08441627025604248, 0.008223947137594223
0.08478344231843948, 0.007906769402325153
0.08421245962381363, 0.007984018884599209
0.08380372077226639, 0.009517749771475792
0.08296804875135422, 0.008675883524119854
0.08319401741027832, 0.006269236095249653
0.08268526196479797, 0.006940232124179602
0.08201438188552856, 0.005065639037638903
0.08138110488653183, 0.00786871649324894
0.08048412948846817, 0.00687622232362628
0.07922011613845825, 0.006041530519723892
0.07848237454891205, 0.007663480006158352
0.078691266477108, 0.004228825215250254
0.07693680375814438, 0.006583349779248238
0.07658306509256363, 0.005262454506009817
0.07502347230911255, 0.006652439013123512
0.07452281564474106, 0.005015714094042778
0.07309434562921524, 0.004960233811289072
0.07173091173171997, 0.005072842817753553
0.0721895843744278, 0.007239181082695723
0.07064326852560043, 0.004005169030278921
0.07029461860656738, 0.004832686390727758
0.07004167884588242, 0.007743460591882467
0.06931848078966141, 0.005829316563904285
0.0688893273472786, 0.004452240653336048
0.06801126897335052, 0.004672390874475241
0.06890598684549332, 0.005683485418558121
0.06804080307483673, 0.005244432017207146
